"No.","Time","Source","Destination","Protocol","Length","Info"
"283","13.184808","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=791 Ack=580 Win=649 Len=0 TSval=702151737 TSecr=1276815833"
"284","13.638891","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"285","13.639563","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=580 Ack=839 Win=2047 Len=0 TSval=1276816307 TSecr=702152177"
"286","14.762997","10.0.0.162","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"287","14.763231","fe80::1ce5:8f1:21fb:e65e","ff02::fb","MDNS","120","Standard query 0x0000 PTR _rdlink._tcp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question"
"288","14.847715","10.0.0.147","10.0.0.162","MDNS","448","Standard query response 0x0000 PTR Mimanshaâ\200\231s MacBook Air._companion-link._tcp.local SRV, cache flush 0 0 50252 Mimanshas-MacBook-Air.local TXT, cache flush TXT AAAA, cache flush fe80::141f:f390:c528:a46c A, cache flush 10.0.0.147 AAAA, cache flush 2601:19b:681:6a0:1ca7:1eb9:7918:5256 AAAA, cache flush 2601:19b:681:6a0::c1be"
"289","15.685534","10.0.0.162","224.0.0.251","MDNS","139","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR Mimanshaâ\200\231s MacBook Air._companion-link._tcp.local"
"290","15.685579","fe80::1ce5:8f1:21fb:e65e","ff02::fb","MDNS","159","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR Mimanshaâ\200\231s MacBook Air._companion-link._tcp.local"
"291","15.806574","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:109::a","UDP","103","52107  >  443 Len=41"
"292","15.832114","2620:149:a41:109::a","2601:19b:681:6a0:443d:6eeb:d343:8f85","UDP","94","443  >  52107 Len=32"
"293","17.119859","fe80::a2ff:70ff:fe23:f9a4","ff02::1","ICMPv6","174","Router Advertisement from a0:ff:70:23:f9:a4"
"294","18.167574","10.0.0.147","199.127.193.108","TLSv1.2","90","Application Data"
"295","18.169289","10.0.0.147","199.127.193.108","TLSv1.2","90","Application Data"
"296","18.170150","10.0.0.147","199.127.193.108","TCP","66","63848  >  443 [FIN, ACK] Seq=25 Ack=1 Win=2048 Len=0 TSval=1613052246 TSecr=695964638"
"297","18.172214","10.0.0.147","199.127.193.108","TCP","66","63847  >  443 [FIN, ACK] Seq=25 Ack=1 Win=2048 Len=0 TSval=421800888 TSecr=695964640"
"298","18.267557","199.127.193.108","10.0.0.147","TCP","66","443  >  63848 [ACK] Seq=1 Ack=1 Win=18929 Len=0 TSval=696025685 TSecr=1612991289"
"299","18.270849","199.127.193.108","10.0.0.147","TCP","66","443  >  63848 [ACK] Seq=1 Ack=26 Win=18953 Len=0 TSval=696025685 TSecr=1613052244"
"300","18.270851","199.127.193.108","10.0.0.147","TCP","66","443  >  63848 [FIN, ACK] Seq=1 Ack=26 Win=18953 Len=0 TSval=696025685 TSecr=1613052244"
"301","18.270851","199.127.193.108","10.0.0.147","TCP","66","443  >  63847 [ACK] Seq=1 Ack=1 Win=19152 Len=0 TSval=696025686 TSecr=421739928"
"302","18.270852","199.127.193.108","10.0.0.147","TCP","66","443  >  63847 [ACK] Seq=1 Ack=26 Win=19176 Len=0 TSval=696025686 TSecr=421800885"
"303","18.270853","199.127.193.108","10.0.0.147","TCP","66","443  >  63847 [FIN, ACK] Seq=1 Ack=26 Win=19176 Len=0 TSval=696025686 TSecr=421800885"
"304","18.271195","10.0.0.147","199.127.193.108","TCP","66","63848  >  443 [ACK] Seq=26 Ack=2 Win=2048 Len=0 TSval=1613052348 TSecr=696025685"
"305","18.271201","10.0.0.147","199.127.193.108","TCP","66","63847  >  443 [ACK] Seq=26 Ack=2 Win=2048 Len=0 TSval=421800987 TSecr=696025686"
"306","18.756372","10.0.0.162","224.0.0.251","MDNS","139","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR Mimanshaâ\200\231s MacBook Air._companion-link._tcp.local"
"307","18.756419","fe80::1ce5:8f1:21fb:e65e","ff02::fb","MDNS","159","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR Mimanshaâ\200\231s MacBook Air._companion-link._tcp.local"
"308","19.251310","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","116","Application Data"
"309","19.272008","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=839 Ack=610 Win=649 Len=0 TSval=702157826 TSecr=1276821919"
"310","19.379896","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","114","Application Data"
"311","19.380481","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=610 Ack=867 Win=2047 Len=0 TSval=1276822048 TSecr=702157933"
"312","20.190434","fe80::a2ff:70ff:fe23:f9a4","ff02::1","ICMPv6","174","Router Advertisement from a0:ff:70:23:f9:a4"
"313","20.190565","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","115","Application Data"
"314","20.211281","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=176 Ack=12469 Win=2038 Len=0 TSval=2563045600 TSecr=3284644827"
"315","20.219774","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","111","Application Data"
"316","20.220064","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=12469 Ack=201 Win=2047 Len=0 TSval=3284644857 TSecr=2563045611"
"317","20.253505","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","284","Application Data"
"318","20.253946","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","956","Application Data"
"319","20.254138","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","117","Application Data"
"320","20.281091","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=9184 Ack=4200 Win=32256 Len=0 TSval=1664595064 TSecr=1158650736"
"321","20.281793","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=9184 Ack=5070 Win=32256 Len=0 TSval=1664595064 TSecr=1158650736"
"322","20.281794","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=9184 Ack=5101 Win=32256 Len=0 TSval=1664595064 TSecr=1158650736"
"323","20.389013","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.3","1313","Application Data"
"324","20.389390","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TCP","86","58081  >  443 [ACK] Seq=5101 Ack=10411 Win=129792 Len=0 TSval=1158650872 TSecr=1664595173"
"325","20.406316","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","218","Application Data"
"326","20.406605","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","815","Application Data"
"327","20.406710","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TLSv1.3","117","Application Data"
"328","20.420615","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=10411 Ack=5233 Win=32256 Len=0 TSval=1664595206 TSecr=1158650889"
"329","20.420616","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=10411 Ack=5962 Win=32256 Len=0 TSval=1664595206 TSecr=1158650889"
"330","20.420616","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58081 [ACK] Seq=10411 Ack=5993 Win=32256 Len=0 TSval=1664595206 TSecr=1158650889"
"331","20.507562","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","1514","443  >  58081 [ACK] Seq=10411 Ack=5993 Win=32256 Len=1428 TSval=1664595292 TSecr=1158650889 [TCP PDU reassembled in 333]"
"332","20.507682","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TCP","86","58081  >  443 [ACK] Seq=5993 Ack=11839 Win=129600 Len=0 TSval=1158650990 TSecr=1664595292"
"333","20.508260","2620:149:a41:132::2:3","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.3","173","Application Data"
"334","20.508332","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:132::2:3","TCP","86","58081  >  443 [ACK] Seq=5993 Ack=11926 Win=130944 Len=0 TSval=1158650990 TSecr=1664595292"
"335","20.874853","2601:19b:681:6a0:443d:6eeb:d343:8f85","2620:149:a41:109::b","QUIC","103","Protected Payload (KP0), DCID=387c1b349fb9402c0e1ae10db5522d81ec2adf44"
"336","20.908516","2620:149:a41:109::b","2601:19b:681:6a0:443d:6eeb:d343:8f85","QUIC","93","Protected Payload (KP0), DCID=b73eeb1283210ec8"
"337","21.831485","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","301","Application Data"
"338","21.850994","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=867 Ack=825 Win=657 Len=0 TSval=702160404 TSecr=1276824499"
"339","23.300614","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=12469 Ack=201 Win=2048 Len=1380 TSval=3284647937 TSecr=2563045611 [TCP PDU reassembled in 344]"
"340","23.300615","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=13849 Ack=201 Win=2048 Len=1380 TSval=3284647937 TSecr=2563045611 [TCP PDU reassembled in 344]"
"341","23.300616","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=15229 Ack=201 Win=2048 Len=1380 TSval=3284647937 TSecr=2563045611 [TCP PDU reassembled in 344]"
"342","23.300617","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=16609 Ack=201 Win=2048 Len=1380 TSval=3284647937 TSecr=2563045611 [TCP PDU reassembled in 344]"
"343","23.300618","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=17989 Ack=201 Win=2048 Len=1380 TSval=3284647937 TSecr=2563045611 [TCP PDU reassembled in 344]"
"344","23.300656","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","499","Application Data"
"345","23.302021","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","128","Application Data"
"346","23.320336","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=201 Ack=16609 Win=2022 Len=0 TSval=2563048711 TSecr=3284647937"
"347","23.329784","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=201 Ack=19782 Win=2022 Len=0 TSval=2563048720 TSecr=3284647937"
"348","23.330289","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=867 Ack=867 Win=657 Len=0 TSval=702161885 TSecr=1276825970"
"349","23.340690","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","118","Application Data"
"350","23.340819","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=19782 Ack=233 Win=2047 Len=0 TSval=3284647978 TSecr=2563048732"
"351","23.341377","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","431","Application Data"
"352","23.341597","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","158","Application Data"
"353","23.358728","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=867 Ack=1212 Win=666 Len=0 TSval=702161912 TSecr=1276826009"
"354","23.369422","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","129","Application Data"
"355","23.369575","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=19782 Ack=276 Win=2047 Len=0 TSval=3284648006 TSecr=2563048755"
"356","23.369906","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=867 Ack=1284 Win=666 Len=0 TSval=702161921 TSecr=1276826009"
"357","23.369954","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","122","Application Data"
"358","23.427136","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=276 Ack=19818 Win=2038 Len=0 TSval=2563048819 TSecr=3284648006"
"359","23.462988","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","116","Application Data"
"360","23.463228","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=1284 Ack=897 Win=2047 Len=0 TSval=1276826131 TSecr=702162018"
"361","23.882206","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","294","Application Data"
"362","23.882403","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=1284 Ack=1105 Win=2044 Len=0 TSval=1276826550 TSecr=702162323"
"363","23.883414","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","118","Application Data"
"364","23.898355","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=1105 Ack=1316 Win=666 Len=0 TSval=702162452 TSecr=1276826551"
"365","23.929008","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=19818 Ack=276 Win=2048 Len=1380 TSval=3284648566 TSecr=2563048819 [TCP PDU reassembled in 368]"
"366","23.929009","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=21198 Ack=276 Win=2048 Len=1380 TSval=3284648566 TSecr=2563048819 [TCP PDU reassembled in 368]"
"367","23.929010","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","1466","58062  >  443 [ACK] Seq=22578 Ack=276 Win=2048 Len=1380 TSval=3284648566 TSecr=2563048819 [TCP PDU reassembled in 368]"
"368","23.929032","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","269","Application Data"
"369","23.937151","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TLSv1.2","279","Application Data"
"370","23.945566","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=276 Ack=24141 Win=2022 Len=0 TSval=2563049337 TSecr=3284648566"
"371","23.954728","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58063 [ACK] Seq=1105 Ack=1509 Win=674 Len=0 TSval=702162510 TSecr=1276826605"
"372","23.960032","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","118","Application Data"
"373","23.960227","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=24141 Ack=308 Win=2047 Len=0 TSval=3284648597 TSecr=2563049350"
"374","23.983907","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","129","Application Data"
"375","23.984066","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TCP","86","58062  >  443 [ACK] Seq=24141 Ack=351 Win=2047 Len=0 TSval=3284648621 TSecr=2563049373"
"376","23.984430","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f07e:d:face:b00c:0:6206","TLSv1.2","122","Application Data"
"377","24.040154","2a03:2880:f07e:d:face:b00c:0:6206","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","443  >  58062 [ACK] Seq=351 Ack=24177 Win=2038 Len=0 TSval=2563049432 TSecr=3284648621"
"378","24.090331","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","145","Application Data"
"379","24.090530","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=1509 Ack=1164 Win=2047 Len=0 TSval=1276826758 TSecr=702162639"
"380","24.259374","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","130","Application Data"
"381","24.259884","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=1509 Ack=1208 Win=2047 Len=0 TSval=1276826927 TSecr=702162815"
"382","24.306374","fe80::141f:f390:c528:a46c","fe80::a2ff:70ff:fe23:f9a4","ICMPv6","86","Neighbor Solicitation for fe80::a2ff:70ff:fe23:f9a4 from a8:8f:d9:54:3b:69"
"383","24.315834","fe80::a2ff:70ff:fe23:f9a4","fe80::141f:f390:c528:a46c","ICMPv6","78","Neighbor Advertisement fe80::a2ff:70ff:fe23:f9a4 (rtr, sol)"
"384","24.380429","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","181","Application Data"
"385","24.380739","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=1509 Ack=1303 Win=2046 Len=0 TSval=1276827048 TSecr=702162934"
"386","24.638556","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","121","Application Data"
"387","24.638563","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","121","Application Data"
"388","24.676845","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=503 Ack=369 Win=1053 Len=0 TSval=2094513900 TSecr=3800593031"
"389","24.695020","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=503 Ack=369 Win=1053 Len=0 TSval=1632875049 TSecr=1248545436"
"390","24.698960","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","149","Application Data"
"391","24.698962","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","118","Application Data"
"392","24.699124","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=369 Ack=598 Win=1990 Len=0 TSval=1248545497 TSecr=1632875061"
"393","24.700768","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","141","Application Data"
"394","24.731720","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=598 Ack=424 Win=1053 Len=0 TSval=1632875098 TSecr=1248545498"
"395","24.749522","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"396","24.749524","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","149","Application Data"
"397","24.749524","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","118","Application Data"
"398","24.749712","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=424 Ack=646 Win=1990 Len=0 TSval=1248545547 TSecr=1632875110"
"399","24.749816","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50035  >  993 [ACK] Seq=369 Ack=598 Win=1991 Len=0 TSval=3800593142 TSecr=2094513969"
"400","24.751095","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","141","Application Data"
"401","24.756550","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","128","Application Data"
"402","24.777289","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50035 [ACK] Seq=598 Ack=424 Win=1053 Len=0 TSval=2094513999 TSecr=3800593144"
"403","24.778485","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","[TCP Dup ACK 402#1] 993  >  50035 [ACK] Seq=598 Ack=424 Win=1053 Len=0 TSval=2094513999 TSecr=3800593144"
"404","24.780031","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=646 Ack=466 Win=1053 Len=0 TSval=1632875147 TSecr=1248545554"
"405","24.799258","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","125","Application Data"
"406","24.799397","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=466 Ack=685 Win=1989 Len=0 TSval=1248545597 TSecr=1632875160"
"407","24.801365","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","121","Application Data"
"408","24.814557","2a03:2880:f272:cc:face:b00c:0:43fe","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","155","Application Data"
"409","24.815089","2601:19b:681:6a0:443d:6eeb:d343:8f85","2a03:2880:f272:cc:face:b00c:0:43fe","TCP","86","58063  >  443 [ACK] Seq=1509 Ack=1372 Win=2046 Len=0 TSval=1276827482 TSecr=702163369"
"410","24.825557","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=685 Ack=501 Win=1053 Len=0 TSval=1632875192 TSecr=1248545599"
"411","24.843267","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","133","Application Data"
"412","24.843421","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=501 Ack=732 Win=1988 Len=0 TSval=1248545641 TSecr=1632875209"
"413","24.844107","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"414","24.844204","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=501 Ack=780 Win=1988 Len=0 TSval=1248545641 TSecr=1632875209"
"415","24.844750","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","129","Application Data"
"416","24.879536","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=780 Ack=544 Win=1053 Len=0 TSval=1632875243 TSecr=1248545643"
"417","24.888855","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
"418","24.889012","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=544 Ack=828 Win=1987 Len=0 TSval=1248545687 TSecr=1632875256"
"419","24.890572","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","167","Application Data"
"420","24.923193","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=828 Ack=625 Win=1053 Len=0 TSval=1632875288 TSecr=1248545688"
"421","24.934597","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","149","Application Data"
"422","24.934599","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","161","Application Data"
"423","24.934786","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TCP","86","50023  >  993 [ACK] Seq=625 Ack=966 Win=1985 Len=0 TSval=1248545732 TSecr=1632875300"
"424","24.940505","2601:19b:681:6a0:443d:6eeb:d343:8f85","2607:f8b0:4004:c1d::6c","TLSv1.2","128","Application Data"
"425","24.976382","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TCP","86","993  >  50023 [ACK] Seq=966 Ack=667 Win=1053 Len=0 TSval=1632875342 TSecr=1248545738"
"426","24.989397","2607:f8b0:4004:c1d::6c","2601:19b:681:6a0:443d:6eeb:d343:8f85","TLSv1.2","134","Application Data"
